OrderHash,Block,Action,Price,Quantity,OrderType,SubaccountID
109532634925760629661493281123826307781,0,EVENT_NEW,95757000000,0.4951,SELL_PO,0x1b42bf85a950c8
15358525428671664842308518842083845486,0,EVENT_NEW,95757000000,0.4041,SELL_PO,0x10701922e4b6e2
299230649917242695891266900546302057146,0,EVENT_CANCEL,95757000000,0.4041,BUY_PO,0x4791211aa7dca
97680107667164943104628669942278491602,0,EVENT_NEW,95757000000,0.1829,SELL_PO,0xf8d34a8264d42
247035432138225735932730973174484154541,0,EVENT_CANCEL,95757000000,0.1829,BUY_PO,0xf8d34a8264d42
287824524669355393966127451258718255126,0,EVENT_CANCEL,95757000000,0.1829,BUY_PO,0x9a9ac987fc1cc
228537343002017402302617310371625466204,0,EVENT_NEW,95757000000,0.2117,BUY_PO,0x15537b2c558b8f
221924332125839677407279266246757841367,0,EVENT_CANCEL,95757000000,0.2117,SELL_PO,0xe9aa44d163028
326721483121202717673738086409130027958,0,EVENT_NEW,95757000000,0.2564,SELL_PO,0xc1ce76bfb1e6c
248258572622218264530226222239890909897,0,EVENT_CANCEL,95757000000,0.2564,BUY_PO,0xc1ce76bfb1e6c
327148717987967210879165036149388697389,0,EVENT_NEW,95757000000,0.1719,SELL_PO,0x7ae92bacc37ef
294797367545502100126279695177909414475,0,EVENT_CANCEL,95757000000,0.1719,BUY_PO,0x7ae92bacc37ef
248889111596319194874103298300644488657,0,EVENT_NEW,95757000000,0.1994,BUY_PO,0x93f4146b94415
69410914009487597009075193071377529401,0,EVENT_CANCEL,95757000000,0.1994,SELL_PO,0x93f4146b94415
322713616250774145596235362904432820370,0,EVENT_NEW,95757000000,0.1664,BUY_PO,0x2255e2b6a51213
171216706170978170935946945383738335388,0,EVENT_CANCEL,95757000000,0.1664,SELL_PO,0x2255e2b6a51213
148366893486768725268574809600137438523,0,EVENT_NEW,95757000000,0.0882,SELL_PO,0x1411b946f78551
294552863077131612126906263601788585411,0,EVENT_NEW,95757000000,0.0718,SELL_PO,0x13effd24013089
89629593205568220659535511557701767253,0,EVENT_CANCEL,95757000000,0.0718,BUY_PO,0x13effd24013089
159802198658166709142846280653664212076,0,EVENT_NEW,95757000000,0.389,BUY_PO,0x65483939c74c9
259502595042574429899442223612146393281,0,EVENT_CANCEL,95757000000,0.389,SELL_PO,0x21789dafd525bd
281469290795209822759399265709363176212,0,EVENT_NEW,95757000000,0.0817,SELL_PO,0xfa88eb8106e94
46529925829947135855328193018318653111,0,EVENT_NEW,95757000000,0.4051,BUY_PO,0x81ef47368a9e9
99362978815553982128216200608834785154,0,EVENT_CANCEL,95757000000,0.4051,SELL_PO,0x81ef47368a9e9
188109031928537363065819182451722737235,0,EVENT_CANCEL,95757000000,0.4051,SELL_PO,0x10e53e6daeb3ac
63013418070436401388714375287185683941,0,EVENT_NEW,95757000000,0.1545,BUY_PO,0x2160a2441dd115
126083842753954538316645647017138171624,0,EVENT_CANCEL,95757000000,0.1545,SELL_PO,0x2160a2441dd115
332852565160647333703639475509366797767,0,EVENT_NEW,95757000000,0.096,SELL_PO,0x2275eb1b559737
187469238259626900197277207243320079078,0,EVENT_CANCEL,95757000000,0.096,BUY_PO,0x2275eb1b559737
166117099195444448769474358982097830821,0,EVENT_CANCEL,95757000000,0.096,BUY_PO,0x2293ed395f1189
258384458302594682519664087963813650033,0,EVENT_NEW,95757000000,0.4759,SELL_PO,0x742c397fdd2be
48625585653682536172311973208062928865,0,EVENT_CANCEL,95757000000,0.4759,BUY_PO,0x742c397fdd2be
336025046968112782065490264494491140023,0,EVENT_NEW,95757000000,0.3489,SELL_PO,0x15fa48eebc4744
31149943208163075707397280950023605784,0,EVENT_CANCEL,95757000000,0.3489,BUY_PO,0x15fa48eebc4744
321201599657515973855985229273550350356,0,EVENT_CANCEL,95757000000,0.3489,BUY_PO,0xb76997025155e
271903629808802239095958415101551849334,0,EVENT_NEW,95757000000,0.2109,SELL_PO,0x57a555b42d79d
211572148747560069168234465530474039474,0,EVENT_CANCEL,95757000000,0.2109,BUY_PO,0xa006c6170ee97
256382907615230087274663262778404184684,0,EVENT_CANCEL,95757000000,0.2109,BUY_PO,0x52e3c6d906d4e
59273729052110483900545200870197702913,0,EVENT_NEW,95757000000,0.2277,BUY_PO,0xdae8f19ba9961
93638937249197419581381863029173294027,0,EVENT_CANCEL,95757000000,0.2277,SELL_PO,0xdae8f19ba9961
102795959946437657893147318797625183329,0,EVENT_NEW,95757000000,0.3398,BUY_PO,0x1b9b285d4dd538
299088361495386504902841899908297317351,0,EVENT_CANCEL,95757000000,0.3398,SELL_PO,0x176fc729af15c0
300611021671351294838568135983292619848,0,EVENT_CANCEL,95757000000,0.3398,SELL_PO,0x109518bdbb12c5
47443330047464440474869012561058695754,0,EVENT_NEW,95757000000,0.4042,BUY_PO,0x3ca2a7c41fab6
119526281091495777646697604432738012346,0,EVENT_NEW,95757000000,0.104,BUY_PO,0x1827798770f80c
2212538143254133842324918206106085966,0,EVENT_NEW,95757000000,0.2143,BUY_PO,0x5b6128da6e952
325703373578715950706466206568930151560,0,EVENT_CANCEL,95757000000,0.2143,SELL_PO,0x5b6128da6e952
109825831509459818893237939193106160886,0,EVENT_CANCEL,95757000000,0.2143,SELL_PO,0xd424b37eefe47
299051984502694415756314326936567611068,1,EVENT_CANCEL,96214229397,0.2143,SELL_PO,0x710d948f49825
136099899086484084461017825921631465297,1,EVENT_CANCEL,96214229397,0.2143,SELL_PO,0x11d13c913ad72e
155727203517116604476982636501033827559,1,EVENT_NEW,96214229397,0.2973,SELL_PO,0x1b42bf85a950c8
295252275924568384695307906656340501447,1,EVENT_NEW,96214229397,0.2695,BUY_PO,0x10701922e4b6e2
311903133303727506178061816605341113089,1,EVENT_NEW,96214229397,0.2127,SELL_PO,0x4791211aa7dca
123950313137119576064288776865405377336,1,EVENT_CANCEL,96214229397,0.2127,BUY_PO,0x4791211aa7dca
270702417609890201218275840296212341432,1,EVENT_NEW,96214229397,0.1289,SELL_PO,0xf8d34a8264d42
85898050325030410610955534900533697607,1,EVENT_CANCEL,96214229397,0.1289,BUY_PO,0xf8d34a8264d42
113474697831817039175754297525652535990,1,EVENT_CANCEL,96214229397,0.1289,BUY_PO,0x88deaf5cb6c00
60236766990713428241009421049652104949,1,EVENT_NEW,96214229397,0.3033,BUY_PO,0x9a9ac987fc1cc
204098391173480086566242206903968711900,1,EVENT_CANCEL,96214229397,0.3033,SELL_PO,0xe9aa44d163028
64834626900602561390670071003765184774,1,EVENT_NEW,96214229397,0.255,SELL_PO,0x1d88f2dadc6428
304717510587629812701096385616712238090,1,EVENT_CANCEL,96214229397,0.255,BUY_PO,0xc1ce76bfb1e6c
186505360442192567942030628007302864686,1,EVENT_NEW,96214229397,0.3216,BUY_PO,0x1bb8004492952c
98568810902090445518525020299381061267,1,EVENT_CANCEL,96214229397,0.3216,SELL_PO,0x1bb8004492952c
258636131862197385935120061105399752595,1,EVENT_NEW,96214229397,0.1605,BUY_PO,0x7ae92bacc37ef
171398191407576636755468633947354219494,1,EVENT_CANCEL,96214229397,0.1605,SELL_PO,0x7ae92bacc37ef
253332820658076039723882709189337346828,1,EVENT_CANCEL,96214229397,0.1605,SELL_PO,0x93f4146b94415
224555185652218455582959559133443932062,1,EVENT_CANCEL,96214229397,0.1605,SELL_PO,0x2255e2b6a51213
1332862792641129584504058416830496599,1,EVENT_NEW,96214229397,0.4694,SELL_PO,0x1411b946f78551
167317931711350042280960301837540187616,1,EVENT_CANCEL,96214229397,0.4694,BUY_PO,0x1411b946f78551
58894253402660329706798817028951171959,1,EVENT_NEW,96214229397,0.0894,BUY_PO,0x13effd24013089
158152263653041478108568661297362883508,1,EVENT_CANCEL,96214229397,0.0894,SELL_PO,0x13effd24013089
137990903257536147337349065885926614136,1,EVENT_NEW,96214229397,0.3458,BUY_PO,0x65483939c74c9
326461237947732006641834609434712705447,1,EVENT_NEW,96214229397,0.4247,BUY_PO,0xa31bb3d331cd3
200836594596471238911694795379045880933,1,EVENT_NEW,96214229397,0.2891,SELL_PO,0xfa88eb8106e94
284303636894989650548213111384989418779,1,EVENT_CANCEL,96214229397,0.2891,BUY_PO,0x81ef47368a9e9
124747412045613121519710225152012474439,1,EVENT_NEW,96214229397,0.1855,SELL_PO,0x2051b8b879138f
180564048249389982576231450244404716829,1,EVENT_NEW,96214229397,0.3611,BUY_PO,0x10e53e6daeb3ac
